state,district,constituency_code,constituency_name,role,elected_person,gender,party,terms_served,education,photo_source_url,declared_assets_inr,declared_liabilities_inr,criminal_cases_count,attendance_pct,questions_asked,lad_allocated_inr,lad_utilized_inr,bio
Uttar Pradesh,Sultanpur,AC-UP-189,Sadar,MLA,Raj Prasad Upadhyay,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Raj Prasad Upadhyay is the elected MLA representing Sadar, Sultanpur, Uttar Pradesh."
Uttar Pradesh,Sultanpur,AC-UP-190,Lambhua,MLA,Sitaram Verma,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Sitaram Verma is the elected MLA representing Lambhua, Sultanpur, Uttar Pradesh."
Uttar Pradesh,Sultanpur,AC-UP-191,Kadipur (SC),MLA,Rajesh Gautam,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Rajesh Gautam is the elected MLA representing Kadipur (SC), Sultanpur, Uttar Pradesh."
Uttar Pradesh,Farrukhabad,AC-UP-192,Kaimganj,MLA,Dr. Surabhi Singh,Male,Apna Dal (Sonelal),1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Dr. Surabhi Singh is the elected MLA representing Kaimganj, Farrukhabad, Uttar Pradesh."
Uttar Pradesh,Farrukhabad,AC-UP-193,Amritpur,MLA,Sushil Kumar Shakya,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Sushil Kumar Shakya is the elected MLA representing Amritpur, Farrukhabad, Uttar Pradesh."
Uttar Pradesh,Farrukhabad,AC-UP-194,Farrukhabad,MLA,Sunil Dutt Dwivedi,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Sunil Dutt Dwivedi is the elected MLA representing Farrukhabad, Farrukhabad, Uttar Pradesh."
Uttar Pradesh,Farrukhabad,AC-UP-195,Bhojpur,MLA,Nagendra Singh Rathore,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Nagendra Singh Rathore is the elected MLA representing Bhojpur, Farrukhabad, Uttar Pradesh."
Uttar Pradesh,Kannauj,AC-UP-196,Chhibramau,MLA,Archana Pandey,Female,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Archana Pandey is the elected MLA representing Chhibramau, Kannauj, Uttar Pradesh."
Uttar Pradesh,Kannauj,AC-UP-197,Tirwa,MLA,Kailash Singh Rajput,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Kailash Singh Rajput is the elected MLA representing Tirwa, Kannauj, Uttar Pradesh."
Uttar Pradesh,Kannauj,AC-UP-198,Kannauj (SC),MLA,Asim Arun,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Asim Arun is the elected MLA representing Kannauj (SC), Kannauj, Uttar Pradesh."
Uttar Pradesh,Etawah,AC-UP-199,Jaswantnagar,MLA,Shivpal Singh Yadav,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Shivpal Singh Yadav is the elected MLA representing Jaswantnagar, Etawah, Uttar Pradesh."
Uttar Pradesh,Etawah,AC-UP-200,Etawah,MLA,Sarita Bhadauria,Female,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Sarita Bhadauria is the elected MLA representing Etawah, Etawah, Uttar Pradesh."
Uttar Pradesh,Etawah,AC-UP-201,Bharthana (SC),MLA,Raghvendra Kumar Singh,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Raghvendra Kumar Singh is the elected MLA representing Bharthana (SC), Etawah, Uttar Pradesh."
Uttar Pradesh,Auraiya,AC-UP-202,Bidhuna,MLA,Rekha Verma,Female,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Rekha Verma is the elected MLA representing Bidhuna, Auraiya, Uttar Pradesh."
Uttar Pradesh,Auraiya,AC-UP-203,Dibiyapur,MLA,Pradeep Kumar Yadav,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Pradeep Kumar Yadav is the elected MLA representing Dibiyapur, Auraiya, Uttar Pradesh."
Uttar Pradesh,Auraiya,AC-UP-204,Auraiya (SC),MLA,Gudiya Katheriya,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Gudiya Katheriya is the elected MLA representing Auraiya (SC), Auraiya, Uttar Pradesh."
Uttar Pradesh,Kanpur Dehat,AC-UP-205,Rasulabad (SC),MLA,Poonam Sankhwar,Female,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Poonam Sankhwar is the elected MLA representing Rasulabad (SC), Kanpur Dehat, Uttar Pradesh."
Uttar Pradesh,Kanpur Dehat,AC-UP-206,Akbarpur-Raniya,MLA,Pratibha Shukla,Female,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Pratibha Shukla is the elected MLA representing Akbarpur-Raniya, Kanpur Dehat, Uttar Pradesh."
Uttar Pradesh,Kanpur Dehat,AC-UP-207,Sikandra,MLA,Ajit Singh Pal,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Ajit Singh Pal is the elected MLA representing Sikandra, Kanpur Dehat, Uttar Pradesh."
Uttar Pradesh,Kanpur Dehat,AC-UP-208,Bhognipur,MLA,Rakesh Sachan,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Rakesh Sachan is the elected MLA representing Bhognipur, Kanpur Dehat, Uttar Pradesh."
Uttar Pradesh,Kanpur Nagar,AC-UP-209,Bilhaur (SC),MLA,Rahul Bachha Sonkar,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Rahul Bachha Sonkar is the elected MLA representing Bilhaur (SC), Kanpur Nagar, Uttar Pradesh."
Uttar Pradesh,Kanpur Nagar,AC-UP-210,Bithoor,MLA,Abhijeet Singh Sanga,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Abhijeet Singh Sanga is the elected MLA representing Bithoor, Kanpur Nagar, Uttar Pradesh."
Uttar Pradesh,Kanpur Nagar,AC-UP-212,Govindnagar,MLA,Surendra Maithani,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Surendra Maithani is the elected MLA representing Govindnagar, Kanpur Nagar, Uttar Pradesh."
Uttar Pradesh,Kanpur Nagar,AC-UP-213,Sishamau,MLA,Haji Irfan Solanki,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Haji Irfan Solanki is the elected MLA representing Sishamau, Kanpur Nagar, Uttar Pradesh."
Uttar Pradesh,Kanpur Nagar,AC-UP-214,Arya Nagar,MLA,Amitabh Bajpai,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Amitabh Bajpai is the elected MLA representing Arya Nagar, Kanpur Nagar, Uttar Pradesh."
Uttar Pradesh,Kanpur Nagar,AC-UP-216,Kanpur Cantonment,MLA,Mohammed Hasan,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Mohammed Hasan is the elected MLA representing Kanpur Cantonment, Kanpur Nagar, Uttar Pradesh."
Uttar Pradesh,Kanpur Nagar,AC-UP-218,Ghatampur (SC),MLA,Saroj Kureel,Female,Apna Dal (Sonelal),1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Saroj Kureel is the elected MLA representing Ghatampur (SC), Kanpur Nagar, Uttar Pradesh."
Uttar Pradesh,Jalaun,AC-UP-219,Madhogarh,MLA,Moolchandra Singh,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Moolchandra Singh is the elected MLA representing Madhogarh, Jalaun, Uttar Pradesh."
Uttar Pradesh,Jalaun,AC-UP-220,Kalpi,MLA,Vinod Chaturvedi,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Vinod Chaturvedi is the elected MLA representing Kalpi, Jalaun, Uttar Pradesh."
Uttar Pradesh,Jalaun,AC-UP-221,Orai (SC),MLA,Gauri Shankar,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Gauri Shankar is the elected MLA representing Orai (SC), Jalaun, Uttar Pradesh."
Uttar Pradesh,Jhansi,AC-UP-222,Babina,MLA,Rajeev Singh Parichha,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Rajeev Singh Parichha is the elected MLA representing Babina, Jhansi, Uttar Pradesh."
Uttar Pradesh,Jhansi,AC-UP-223,Jhansi Nagar,MLA,Ravi Sharma,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Ravi Sharma is the elected MLA representing Jhansi Nagar, Jhansi, Uttar Pradesh."
Uttar Pradesh,Jhansi,AC-UP-224,Mauranipur (SC),MLA,Rashmi Arya,Female,Apna Dal (Sonelal),1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Rashmi Arya is the elected MLA representing Mauranipur (SC), Jhansi, Uttar Pradesh."
Uttar Pradesh,Jhansi,AC-UP-225,Garautha,MLA,Jawahar Lal Rajput,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Jawahar Lal Rajput is the elected MLA representing Garautha, Jhansi, Uttar Pradesh."
Uttar Pradesh,Lalitpur,AC-UP-226,Lalitpur,MLA,Ramratan Kushwaha,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Ramratan Kushwaha is the elected MLA representing Lalitpur, Lalitpur, Uttar Pradesh."
Uttar Pradesh,Lalitpur,AC-UP-227,Mehroni (SC),MLA,Manohar Lal Panth,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Manohar Lal Panth is the elected MLA representing Mehroni (SC), Lalitpur, Uttar Pradesh."
Uttar Pradesh,Hamirpur,AC-UP-228,Hamirpur,MLA,Manoj Kumar Prajapati,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Manoj Kumar Prajapati is the elected MLA representing Hamirpur, Hamirpur, Uttar Pradesh."
Uttar Pradesh,Hamirpur,AC-UP-229,Rath (SC),MLA,Manisha Anuragi,Female,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Manisha Anuragi is the elected MLA representing Rath (SC), Hamirpur, Uttar Pradesh."
Uttar Pradesh,Mahoba,AC-UP-230,Mahoba,MLA,Rakesh Kumar Goswami,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Rakesh Kumar Goswami is the elected MLA representing Mahoba, Mahoba, Uttar Pradesh."
Uttar Pradesh,Mahoba,AC-UP-231,Charkhari,MLA,Brijbhushan Rajpoot,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Brijbhushan Rajpoot is the elected MLA representing Charkhari, Mahoba, Uttar Pradesh."
Uttar Pradesh,Banda,AC-UP-232,Tindwari,MLA,Ramakesh Nishad,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Ramakesh Nishad is the elected MLA representing Tindwari, Banda, Uttar Pradesh."
Uttar Pradesh,Banda,AC-UP-233,Baberu,MLA,Vishambhar Singh Yadav,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Vishambhar Singh Yadav is the elected MLA representing Baberu, Banda, Uttar Pradesh."
Uttar Pradesh,Banda,AC-UP-234,Naraini (SC),MLA,Ommani Verma,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Ommani Verma is the elected MLA representing Naraini (SC), Banda, Uttar Pradesh."
Uttar Pradesh,Banda,AC-UP-235,Banda,MLA,Prakash Dwivedi,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Prakash Dwivedi is the elected MLA representing Banda, Banda, Uttar Pradesh."
Uttar Pradesh,Chitrakoot,AC-UP-236,Chitrakoot,MLA,Anil Pradhan,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Anil Pradhan is the elected MLA representing Chitrakoot, Chitrakoot, Uttar Pradesh."
Uttar Pradesh,Chitrakoot,AC-UP-237,Manikpur,MLA,Avinash Chandra Dwivedi,Male,Apna Dal (Sonelal),1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Avinash Chandra Dwivedi is the elected MLA representing Manikpur, Chitrakoot, Uttar Pradesh."
Uttar Pradesh,Fatehpur,AC-UP-238,Jahanabad,MLA,Rajendra Singh Patel,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Rajendra Singh Patel is the elected MLA representing Jahanabad, Fatehpur, Uttar Pradesh."
Uttar Pradesh,Fatehpur,AC-UP-239,Bindki,MLA,Jai Kumar Singh Jaiki,Male,Apna Dal (Sonelal),1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Jai Kumar Singh Jaiki is the elected MLA representing Bindki, Fatehpur, Uttar Pradesh."
Uttar Pradesh,Fatehpur,AC-UP-240,Fatehpur,MLA,Chandra Prakash Lodhi,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Chandra Prakash Lodhi is the elected MLA representing Fatehpur, Fatehpur, Uttar Pradesh."
Uttar Pradesh,Fatehpur,AC-UP-241,Ayah Shah,MLA,Vikas Gupta,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Vikas Gupta is the elected MLA representing Ayah Shah, Fatehpur, Uttar Pradesh."
Uttar Pradesh,Fatehpur,AC-UP-242,Husainganj,MLA,Usha Maurya,Female,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Usha Maurya is the elected MLA representing Husainganj, Fatehpur, Uttar Pradesh."
Uttar Pradesh,Fatehpur,AC-UP-243,Khaga (SC),MLA,Krishna Paswan,Female,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Krishna Paswan is the elected MLA representing Khaga (SC), Fatehpur, Uttar Pradesh."
Uttar Pradesh,Pratapgarh,AC-UP-244,Rampur Khas,MLA,Aradhana Misra Mona,Male,Indian National Congress,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Aradhana Misra Mona is the elected MLA representing Rampur Khas, Pratapgarh, Uttar Pradesh."
Uttar Pradesh,Pratapgarh,AC-UP-245,Babaganj (SC),MLA,Vinod Kumar,Male,JD(L),1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Vinod Kumar is the elected MLA representing Babaganj (SC), Pratapgarh, Uttar Pradesh."
Uttar Pradesh,Pratapgarh,AC-UP-246,Kunda,MLA,Raghuraj Pratap Singh,Male,JD(L),1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Raghuraj Pratap Singh is the elected MLA representing Kunda, Pratapgarh, Uttar Pradesh."
Uttar Pradesh,Pratapgarh,AC-UP-247,Vishwanathganj,MLA,Jeet Lal Patel,Male,Apna Dal (Sonelal),1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Jeet Lal Patel is the elected MLA representing Vishwanathganj, Pratapgarh, Uttar Pradesh."
Uttar Pradesh,Pratapgarh,AC-UP-248,Pratapgarh,MLA,Rajendra Maurya,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Rajendra Maurya is the elected MLA representing Pratapgarh, Pratapgarh, Uttar Pradesh."
Uttar Pradesh,Pratapgarh,AC-UP-249,Patti,MLA,Ram Singh Patel,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Ram Singh Patel is the elected MLA representing Patti, Pratapgarh, Uttar Pradesh."
Uttar Pradesh,Pratapgarh,AC-UP-250,Raniganj,MLA,Rakesh Kumar Verma,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Rakesh Kumar Verma is the elected MLA representing Raniganj, Pratapgarh, Uttar Pradesh."
Uttar Pradesh,Kaushambi,AC-UP-251,Sirathu,MLA,Pallavi Patel,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Pallavi Patel is the elected MLA representing Sirathu, Kaushambi, Uttar Pradesh."
Uttar Pradesh,Kaushambi,AC-UP-252,Manjhanpur (SC),MLA,Indrajit Saroj,Female,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Indrajit Saroj is the elected MLA representing Manjhanpur (SC), Kaushambi, Uttar Pradesh."
Uttar Pradesh,Kaushambi,AC-UP-253,Chail,MLA,Pooja Pal,Female,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Pooja Pal is the elected MLA representing Chail, Kaushambi, Uttar Pradesh."
Uttar Pradesh,Prayagraj,AC-UP-254,Phaphamau,MLA,Guru Prasad Maurya,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Guru Prasad Maurya is the elected MLA representing Phaphamau, Prayagraj, Uttar Pradesh."
Uttar Pradesh,Prayagraj,AC-UP-255,Soraon (SC),MLA,Geeta Shastri,Female,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Geeta Shastri is the elected MLA representing Soraon (SC), Prayagraj, Uttar Pradesh."
Uttar Pradesh,Prayagraj,AC-UP-258,Handia,MLA,Hakim Lal Bind,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Hakim Lal Bind is the elected MLA representing Handia, Prayagraj, Uttar Pradesh."
Uttar Pradesh,Prayagraj,AC-UP-260,Karachhana,MLA,Piyush Ranjan Nishad,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Piyush Ranjan Nishad is the elected MLA representing Karachhana, Prayagraj, Uttar Pradesh."
Uttar Pradesh,Barabanki,AC-UP-266,Kursi,MLA,Sakendra Pratap Verma,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Sakendra Pratap Verma is the elected MLA representing Kursi, Barabanki, Uttar Pradesh."
Uttar Pradesh,Barabanki,AC-UP-267,Ramnagar,MLA,Fareed Mahfooz Kidwai,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Fareed Mahfooz Kidwai is the elected MLA representing Ramnagar, Barabanki, Uttar Pradesh."
Uttar Pradesh,Barabanki,AC-UP-268,Barabanki,MLA,Dharmraj Singh Yadav,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Dharmraj Singh Yadav is the elected MLA representing Barabanki, Barabanki, Uttar Pradesh."
Uttar Pradesh,Barabanki,AC-UP-269,Zaidpur (SC),MLA,Gaurav Kumar,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Gaurav Kumar is the elected MLA representing Zaidpur (SC), Barabanki, Uttar Pradesh."
Uttar Pradesh,Barabanki,AC-UP-270,Dariyabad,MLA,Satish Sharma,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Satish Sharma is the elected MLA representing Dariyabad, Barabanki, Uttar Pradesh."
Uttar Pradesh,Barabanki,AC-UP-272,Haidergarh (SC),MLA,Dinesh Rawat,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Dinesh Rawat is the elected MLA representing Haidergarh (SC), Barabanki, Uttar Pradesh."
Uttar Pradesh,Ambedkar Nagar,AC-UP-277,Katehari,MLA,Lalji Verma,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Lalji Verma is the elected MLA representing Katehari, Ambedkar Nagar, Uttar Pradesh."
Uttar Pradesh,Ambedkar Nagar,AC-UP-278,Tanda,MLA,Ram Murti Verma,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Ram Murti Verma is the elected MLA representing Tanda, Ambedkar Nagar, Uttar Pradesh."
Uttar Pradesh,Ambedkar Nagar,AC-UP-279,Alapur (SC),MLA,Tribhuwan Dutt,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Tribhuwan Dutt is the elected MLA representing Alapur (SC), Ambedkar Nagar, Uttar Pradesh."
Uttar Pradesh,Ambedkar Nagar,AC-UP-280,Jalalpur,MLA,Rakesh Pandey,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Rakesh Pandey is the elected MLA representing Jalalpur, Ambedkar Nagar, Uttar Pradesh."
Uttar Pradesh,Ambedkar Nagar,AC-UP-281,Akbarpur,MLA,Ram Achal Rajbhar,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Ram Achal Rajbhar is the elected MLA representing Akbarpur, Ambedkar Nagar, Uttar Pradesh."
Uttar Pradesh,Bahraich,AC-UP-282,Balha (SC),MLA,Saroj Sonkar,Female,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Saroj Sonkar is the elected MLA representing Balha (SC), Bahraich, Uttar Pradesh."
Uttar Pradesh,Bahraich,AC-UP-283,Nanpara,MLA,Ram Niwas Verma,Male,Apna Dal (Sonelal),1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Ram Niwas Verma is the elected MLA representing Nanpara, Bahraich, Uttar Pradesh."
Uttar Pradesh,Bahraich,AC-UP-284,Matera,MLA,Mariya Shah,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Mariya Shah is the elected MLA representing Matera, Bahraich, Uttar Pradesh."
Uttar Pradesh,Bahraich,AC-UP-285,Mahasi,MLA,Sureshwar Singh,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Sureshwar Singh is the elected MLA representing Mahasi, Bahraich, Uttar Pradesh."
Uttar Pradesh,Bahraich,AC-UP-286,Bahraich,MLA,Anupma Jaiswal,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Anupma Jaiswal is the elected MLA representing Bahraich, Bahraich, Uttar Pradesh."
Uttar Pradesh,Bahraich,AC-UP-287,Payagpur,MLA,Subhash Tripathi,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Subhash Tripathi is the elected MLA representing Payagpur, Bahraich, Uttar Pradesh."
Uttar Pradesh,Bahraich,AC-UP-288,Kaiserganj,MLA,Anand Kumar,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Anand Kumar is the elected MLA representing Kaiserganj, Bahraich, Uttar Pradesh."
Uttar Pradesh,Shrawasti,AC-UP-289,Bhinga,MLA,Indrani Devi,Female,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Indrani Devi is the elected MLA representing Bhinga, Shrawasti, Uttar Pradesh."
Uttar Pradesh,Shrawasti,AC-UP-290,Shrawasti,MLA,Ram Feran Pandey,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Ram Feran Pandey is the elected MLA representing Shrawasti, Shrawasti, Uttar Pradesh."
Uttar Pradesh,Balrampur,AC-UP-291,Tulsipur,MLA,Kailash Nath Shukla,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Kailash Nath Shukla is the elected MLA representing Tulsipur, Balrampur, Uttar Pradesh."
Uttar Pradesh,Balrampur,AC-UP-292,Gainsari,MLA,Shiv Pratap Yadav,Male,Samajwadi Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Shiv Pratap Yadav is the elected MLA representing Gainsari, Balrampur, Uttar Pradesh."
Uttar Pradesh,Balrampur,AC-UP-293,Utraula,MLA,Ram Pratap Verma,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Ram Pratap Verma is the elected MLA representing Utraula, Balrampur, Uttar Pradesh."
Uttar Pradesh,Balrampur,AC-UP-294,Balrampur (SC),MLA,Paltu Ram,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Paltu Ram is the elected MLA representing Balrampur (SC), Balrampur, Uttar Pradesh."
Uttar Pradesh,Gonda,AC-UP-295,Mehnaun,MLA,Vinay Kumar Dwivedi,Male,Bharatiya Janata Party,1,Graduate,/assets/placeholder-avatar.svg,82000000,9200000,0,89,65,50000000,44000000,"Vinay Kumar Dwivedi is the elected MLA representing Mehnaun, Gonda, Uttar Pradesh."
